date,nav,scheme_code
13-02-2026,1836.9788,118535
12-02-2026,1859.9959,118535
11-02-2026,1866.4414,118535
10-02-2026,1861.1097,118535
09-02-2026,1851.6996,118535
06-02-2026,1830.8911,118535
05-02-2026,1830.6969,118535
04-02-2026,1840.2741,118535
03-02-2026,1831.9795,118535
02-02-2026,1792.6884,118535
30-01-2026,1814.775,118535
29-01-2026,1813.9956,118535
28-01-2026,1806.2467,118535
27-01-2026,1786.899,118535
23-01-2026,1779.9938,118535
22-01-2026,1802.6169,118535
21-01-2026,1790.8253,118535
20-01-2026,1800.5565,118535
19-01-2026,1828.6245,118535
16-01-2026,1835.3945,118535
14-01-2026,1835.8488,118535
13-01-2026,1835.6814,118535
12-01-2026,1840.7947,118535
09-01-2026,1837.7767,118535
08-01-2026,1853.0819,118535
07-01-2026,1874.3143,118535
06-01-2026,1876.7067,118535
05-01-2026,1878.8569,118535
02-01-2026,1881.8209,118535
01-01-2026,1867.8126,118535
31-12-2025,1861.1199,118535
30-12-2025,1847.2852,118535
29-12-2025,1851.7437,118535
26-12-2025,1858.1522,118535
24-12-2025,1862.9038,118535
23-12-2025,1866.5863,118535
22-12-2025,1866.0178,118535
19-12-2025,1855.6279,118535
18-12-2025,1844.959,118535
17-12-2025,1845.5263,118535
16-12-2025,1850.4169,118535
15-12-2025,1863.1421,118535
12-12-2025,1863.4197,118535
11-12-2025,1851.0391,118535
10-12-2025,1840.1148,118535
09-12-2025,1849.1491,118535
08-12-2025,1845.3954,118535
05-12-2025,1870.7852,118535
04-12-2025,1863.1852,118535
03-12-2025,1858.5748,118535
02-12-2025,1866.4031,118535
01-12-2025,1876.4812,118535
28-11-2025,1877.2983,118535
27-11-2025,1879.2732,118535
26-11-2025,1879.8573,118535
25-11-2025,1858.7332,118535
24-11-2025,1860.875,118535
21-11-2025,1871.5253,118535
20-11-2025,1883.1946,118535
19-11-2025,1880.1833,118535
18-11-2025,1869.8153,118535
17-11-2025,1878.0662,118535
14-11-2025,1867.9504,118535
13-11-2025,1864.1036,118535
12-11-2025,1865.0253,118535
11-11-2025,1857.5452,118535
10-11-2025,1847.7022,118535
07-11-2025,1844.3752,118535
06-11-2025,1846.4777,118535
04-11-2025,1861.9254,118535
03-11-2025,1872.3746,118535
31-10-2025,1861.2077,118535
30-10-2025,1873.7306,118535
29-10-2025,1882.2776,118535
28-10-2025,1873.304,118535
27-10-2025,1873.7964,118535
24-10-2025,1859.9362,118535
23-10-2025,1863.2074,118535
20-10-2025,1859.6863,118535
17-10-2025,1853.1156,118535
16-10-2025,1849.2613,118535
15-10-2025,1834.2775,118535
14-10-2025,1818.9317,118535
13-10-2025,1826.5612,118535
10-10-2025,1830.1882,118535
09-10-2025,1822.0965,118535
08-10-2025,1812.0653,118535
07-10-2025,1820.2917,118535
06-10-2025,1818.6922,118535
03-10-2025,1808.1405,118535
01-10-2025,1799.5443,118535
30-09-2025,1783.9274,118535
26-09-2025,1784.6345,118535
25-09-2025,1809.4853,118535
24-09-2025,1821.9575,118535
23-09-2025,1830.8023,118535
22-09-2025,1834.9678,118535
19-09-2025,1842.99,118535
18-09-2025,1845.7279,118535
17-09-2025,1840.245,118535
16-09-2025,1835.3254,118535
15-09-2025,1819.3101,118535
12-09-2025,1818.871,118535
11-09-2025,1813.7888,118535
10-09-2025,1810.4733,118535
09-09-2025,1801.499,118535
08-09-2025,1796.2398,118535
05-09-2025,1794.976,118535
04-09-2025,1796.8391,118535
03-09-2025,1797.5409,118535
02-09-2025,1789.9289,118535
01-09-2025,1794.5821,118535
29-08-2025,1777.3651,118535
28-08-2025,1781.5679,118535
26-08-2025,1801.1484,118535
25-08-2025,1825.0198,118535
22-08-2025,1820.9826,118535
21-08-2025,1831.2259,118535
20-08-2025,1829.5307,118535
19-08-2025,1819.9622,118535
18-08-2025,1812.7069,118535
14-08-2025,1798.9688,118535
13-08-2025,1797.6539,118535
12-08-2025,1784.9654,118535
11-08-2025,1789.7225,118535
08-08-2025,1771.0496,118535
07-08-2025,1791.8495,118535
06-08-2025,1791.3929,118535
05-08-2025,1797.8117,118535
04-08-2025,1806.3732,118535
01-08-2025,1795.7362,118535
31-07-2025,1816.9177,118535
30-07-2025,1825.3439,118535
29-07-2025,1821.8317,118535
28-07-2025,1811.4753,118535
25-07-2025,1823.157,118535
24-07-2025,1839.9539,118535
23-07-2025,1846.6704,118535
22-07-2025,1837.5067,118535
21-07-2025,1836.9201,118535
18-07-2025,1824.2715,118535
17-07-2025,1837.7025,118535
16-07-2025,1841.4737,118535
15-07-2025,1841.0924,118535
14-07-2025,1833.95,118535
11-07-2025,1831.7686,118535
10-07-2025,1844.5493,118535
09-07-2025,1849.3747,118535
08-07-2025,1853.8767,118535
07-07-2025,1848.2364,118535
04-07-2025,1851.5536,118535
03-07-2025,1847.3573,118535
02-07-2025,1850.8801,118535
01-07-2025,1859.3798,118535
30-06-2025,1859.7629,118535
27-06-2025,1865.675,118535
26-06-2025,1856.6505,118535
25-06-2025,1839.0928,118535
24-06-2025,1826.8899,118535
23-06-2025,1819.2389,118535
20-06-2025,1826.2568,118535
19-06-2025,1806.8733,118535
18-06-2025,1813.6314,118535
17-06-2025,1818.4702,118535
16-06-2025,1826.2606,118535
13-06-2025,1808.7271,118535
12-06-2025,1819.6582,118535
11-06-2025,1840.2452,118535
10-06-2025,1839.4494,118535
09-06-2025,1837.3179,118535
06-06-2025,1829.3855,118535
05-06-2025,1815.0824,118535
04-06-2025,1803.3184,118535
03-06-2025,1796.0639,118535
02-06-2025,1803.319,118535
30-05-2025,1803.0145,118535
29-05-2025,1808.37,118535
28-05-2025,1800.6333,118535
27-05-2025,1801.262,118535
26-05-2025,1811.6054,118535
23-05-2025,1805.6223,118535
22-05-2025,1791.8978,118535
21-05-2025,1801.0329,118535
20-05-2025,1789.2837,118535
19-05-2025,1808.0512,118535
16-05-2025,1814.0316,118535
15-05-2025,1810.4938,118535
14-05-2025,1784.6299,118535
13-05-2025,1776.7285,118535
12-05-2025,1792.8117,118535
09-05-2025,1732.4601,118535
08-05-2025,1746.9808,118535
07-05-2025,1762.6365,118535
06-05-2025,1753.5248,118535
05-05-2025,1769.5248,118535
02-05-2025,1756.4221,118535
30-04-2025,1760.1064,118535
29-04-2025,1757.8739,118535
28-04-2025,1756.249,118535
25-04-2025,1735.662,118535
24-04-2025,1760.2648,118535
23-04-2025,1765.7666,118535
22-04-2025,1752.79,118535
21-04-2025,1748.9452,118535
17-04-2025,1725.9358,118535
16-04-2025,1701.7274,118535
15-04-2025,1693.0977,118535
11-04-2025,1651.2362,118535
09-04-2025,1621.9094,118535
08-04-2025,1632.9185,118535
07-04-2025,1603.4169,118535
04-04-2025,1654.4528,118535
03-04-2025,1682.0552,118535
02-04-2025,1684.3264,118535
01-04-2025,1667.0251,118535
31-03-2025,1688.7275,118535
28-03-2025,1688.8156,118535
27-03-2025,1694.9105,118535
26-03-2025,1684.6269,118535
25-03-2025,1699.5811,118535
24-03-2025,1706.0965,118535
21-03-2025,1686.9222,118535
20-03-2025,1670.0609,118535
19-03-2025,1654.1907,118535
18-03-2025,1639.8161,118535
17-03-2025,1609.0068,118535
13-03-2025,1600.2597,118535
12-03-2025,1605.5946,118535
11-03-2025,1609.6356,118535
10-03-2025,1603.8689,118535
07-03-2025,1614.8611,118535
06-03-2025,1621.4876,118535
05-03-2025,1612.7436,118535
04-03-2025,1593.0426,118535
03-03-2025,1590.9984,118535
28-02-2025,1584.4626,118535
27-02-2025,1617.36,118535
25-02-2025,1623.456,118535
24-02-2025,1622.8586,118535
21-02-2025,1639.4837,118535
20-02-2025,1652.4385,118535
19-02-2025,1649.0584,118535
18-02-2025,1637.4231,118535
17-02-2025,1638.8753,118535
14-02-2025,1640.5447,118535
13-02-2025,1658.8488,118535
12-02-2025,1658.4175,118535
11-02-2025,1662.4641,118535
10-02-2025,1693.9967,118535
07-02-2025,1709.3087,118535
06-02-2025,1710.0801,118535
05-02-2025,1719.5519,118535
04-02-2025,1720.1442,118535
03-02-2025,1691.9459,118535
31-01-2025,1697.5054,118535
30-01-2025,1678.9941,118535
29-01-2025,1679.3331,118535
28-01-2025,1655.755,118535
27-01-2025,1648.6213,118535
24-01-2025,1678.3751,118535
23-01-2025,1695.1812,118535
22-01-2025,1685.3836,118535
21-01-2025,1686.0348,118535
20-01-2025,1716.8456,118535
17-01-2025,1705.5434,118535
16-01-2025,1713.7566,118535
15-01-2025,1705.4465,118535
14-01-2025,1700.2952,118535
13-01-2025,1693.0527,118535
10-01-2025,1732.7072,118535
09-01-2025,1750.4647,118535
