date,nav,scheme_code
13-02-2026,785.9636,119065
12-02-2026,795.933,119065
11-02-2026,801.2478,119065
10-02-2026,801.6351,119065
09-02-2026,799.6607,119065
06-02-2026,794.9425,119065
05-02-2026,792.3086,119065
04-02-2026,797.0084,119065
03-02-2026,796.2657,119065
02-02-2026,776.5756,119065
30-01-2026,782.325,119065
29-01-2026,785.1489,119065
28-01-2026,783.0456,119065
27-01-2026,778.4185,119065
23-01-2026,775.3969,119065
22-01-2026,782.7173,119065
21-01-2026,778.9415,119065
20-01-2026,781.5212,119065
19-01-2026,791.6543,119065
16-01-2026,794.7467,119065
14-01-2026,792.7814,119065
13-01-2026,795.1235,119065
12-01-2026,797.5089,119065
09-01-2026,794.6516,119065
08-01-2026,800.4053,119065
07-01-2026,807.8278,119065
06-01-2026,808.8039,119065
05-01-2026,812.3854,119065
02-01-2026,815.465,119065
01-01-2026,810.0167,119065
31-12-2025,810.3262,119065
30-12-2025,805.1427,119065
29-12-2025,805.3415,119065
26-12-2025,808.6435,119065
24-12-2025,812.1453,119065
23-12-2025,813.2552,119065
22-12-2025,813.665,119065
19-12-2025,807.6091,119065
18-12-2025,803.3901,119065
17-12-2025,804.1348,119065
16-12-2025,805.2825,119065
15-12-2025,810.3601,119065
12-12-2025,810.8902,119065
11-12-2025,806.6211,119065
10-12-2025,802.5667,119065
09-12-2025,805.1864,119065
08-12-2025,809.3405,119065
05-12-2025,815.1508,119065
04-12-2025,810.9048,119065
03-12-2025,809.4019,119065
02-12-2025,809.7058,119065
01-12-2025,814.5005,119065
28-11-2025,815.1306,119065
27-11-2025,815.2653,119065
26-11-2025,814.2152,119065
25-11-2025,804.496,119065
24-11-2025,807.4839,119065
21-11-2025,810.6466,119065
20-11-2025,814.4626,119065
19-11-2025,810.2249,119065
18-11-2025,805.3474,119065
17-11-2025,807.9776,119065
14-11-2025,804.3008,119065
13-11-2025,803.5848,119065
12-11-2025,803.4739,119065
11-11-2025,797.8296,119065
10-11-2025,794.6404,119065
07-11-2025,791.4538,119065
06-11-2025,792.1189,119065
04-11-2025,793.5359,119065
03-11-2025,798.4734,119065
31-10-2025,798.1094,119065
30-10-2025,802.5388,119065
29-10-2025,808.1745,119065
28-10-2025,804.6732,119065
27-10-2025,806.1095,119065
24-10-2025,800.0764,119065
23-10-2025,803.354,119065
20-10-2025,801.5333,119065
17-10-2025,797.5676,119065
16-10-2025,792.8674,119065
15-10-2025,784.6833,119065
14-10-2025,779.1321,119065
13-10-2025,781.9579,119065
10-10-2025,783.621,119065
09-10-2025,780.503,119065
08-10-2025,776.7234,119065
07-10-2025,778.1818,119065
06-10-2025,776.889,119065
03-10-2025,771.3659,119065
01-10-2025,769.2488,119065
30-09-2025,762.4551,119065
26-09-2025,763.9814,119065
25-09-2025,770.9538,119065
24-09-2025,776.241,119065
23-09-2025,779.9177,119065
22-09-2025,780.4718,119065
19-09-2025,784.9144,119065
18-09-2025,788.6118,119065
17-09-2025,785.574,119065
16-09-2025,782.6061,119065
15-09-2025,776.9575,119065
12-09-2025,778.1006,119065
11-09-2025,774.7239,119065
10-09-2025,773.5546,119065
09-09-2025,770.4817,119065
08-09-2025,767.5045,119065
05-09-2025,766.79,119065
04-09-2025,766.8634,119065
03-09-2025,765.3116,119065
02-09-2025,761.4284,119065
01-09-2025,763.3936,119065
29-08-2025,758.1436,119065
28-08-2025,760.718,119065
26-08-2025,767.4233,119065
25-08-2025,775.4846,119065
22-08-2025,772.3756,119065
21-08-2025,778.9627,119065
20-08-2025,777.6117,119065
19-08-2025,775.5892,119065
18-08-2025,772.0315,119065
14-08-2025,765.6348,119065
13-08-2025,764.7661,119065
12-08-2025,761.8835,119065
11-08-2025,764.747,119065
08-08-2025,757.6988,119065
07-08-2025,764.9456,119065
06-08-2025,764.2003,119065
05-08-2025,765.7778,119065
04-08-2025,768.7,119065
01-08-2025,764.7525,119065
