date,nav,scheme_code
13-02-2026,244.0768,120046
12-02-2026,247.8815,120046
11-02-2026,249.3445,120046
10-02-2026,249.8333,120046
09-02-2026,248.0143,120046
06-02-2026,244.1546,120046
05-02-2026,244.9495,120046
04-02-2026,246.8431,120046
03-02-2026,245.1731,120046
02-02-2026,238.2309,120046
30-01-2026,241.7598,120046
29-01-2026,241.2794,120046
28-01-2026,240.5709,120046
27-01-2026,236.5728,120046
23-01-2026,235.9291,120046
22-01-2026,239.4412,120046
21-01-2026,237.9942,120046
20-01-2026,239.5422,120046
19-01-2026,244.9489,120046
16-01-2026,246.1118,120046
14-01-2026,245.8065,120046
13-01-2026,245.6124,120046
12-01-2026,245.1448,120046
09-01-2026,245.5208,120046
08-01-2026,247.9663,120046
07-01-2026,251.927,120046
06-01-2026,250.8813,120046
05-01-2026,250.6896,120046
02-01-2026,251.2894,120046
01-01-2026,249.7109,120046
31-12-2025,248.9068,120046
30-12-2025,246.3694,120046
29-12-2025,246.2142,120046
26-12-2025,247.3168,120046
24-12-2025,248.874,120046
23-12-2025,249.035,120046
22-12-2025,249.3354,120046
19-12-2025,246.1399,120046
18-12-2025,243.6896,120046
17-12-2025,243.9914,120046
16-12-2025,244.7914,120046
15-12-2025,246.423,120046
12-12-2025,246.3065,120046
11-12-2025,244.0181,120046
10-12-2025,242.2163,120046
09-12-2025,244.0157,120046
08-12-2025,242.9093,120046
05-12-2025,247.0229,120046
04-12-2025,247.182,120046
03-12-2025,247.696,120046
02-12-2025,249.6698,120046
01-12-2025,250.7186,120046
28-11-2025,250.2257,120046
27-11-2025,250.3728,120046
26-11-2025,250.6856,120046
25-11-2025,247.4414,120046
24-11-2025,246.7276,120046
21-11-2025,248.0603,120046
20-11-2025,251.2188,120046
19-11-2025,250.6069,120046
18-11-2025,249.671,120046
17-11-2025,251.3335,120046
14-11-2025,250.0817,120046
13-11-2025,249.8785,120046
12-11-2025,250.7433,120046
11-11-2025,249.402,120046
10-11-2025,248.7071,120046
07-11-2025,248.872,120046
06-11-2025,248.8854,120046
04-11-2025,251.7964,120046
03-11-2025,253.5231,120046
31-10-2025,251.4675,120046
30-10-2025,252.7728,120046
29-10-2025,253.1315,120046
28-10-2025,252.498,120046
27-10-2025,252.9935,120046
24-10-2025,250.9837,120046
