date,nav,scheme_code
13-02-2026,27.6269,141877
12-02-2026,28.002,141877
11-02-2026,28.1231,141877
10-02-2026,28.0349,141877
09-02-2026,27.9269,141877
06-02-2026,27.671,141877
05-02-2026,27.6745,141877
04-02-2026,27.746,141877
03-02-2026,27.6219,141877
02-02-2026,26.9148,141877
30-01-2026,27.2273,141877
29-01-2026,27.3169,141877
28-01-2026,27.2555,141877
27-01-2026,27.0446,141877
23-01-2026,26.8509,141877
22-01-2026,27.204,141877
21-01-2026,26.9676,141877
20-01-2026,26.9882,141877
19-01-2026,27.5059,141877
16-01-2026,27.5762,141877
14-01-2026,27.5916,141877
13-01-2026,27.6065,141877
12-01-2026,27.6571,141877
09-01-2026,27.4925,141877
08-01-2026,27.7035,141877
07-01-2026,28.0463,141877
06-01-2026,28.0802,141877
05-01-2026,28.0565,141877
02-01-2026,28.033,141877
01-01-2026,27.821,141877
31-12-2025,27.7467,141877
30-12-2025,27.4925,141877
29-12-2025,27.4949,141877
26-12-2025,27.5898,141877
24-12-2025,27.6793,141877
23-12-2025,27.7052,141877
22-12-2025,27.6716,141877
19-12-2025,27.4422,141877
18-12-2025,27.247,141877
17-12-2025,27.2379,141877
16-12-2025,27.2692,141877
15-12-2025,27.4749,141877
12-12-2025,27.4849,141877
11-12-2025,27.3111,141877
10-12-2025,27.1368,141877
09-12-2025,27.1956,141877
08-12-2025,27.3007,141877
05-12-2025,27.6533,141877
04-12-2025,27.4897,141877
03-12-2025,27.4014,141877
02-12-2025,27.573,141877
01-12-2025,27.65,141877
28-11-2025,27.6618,141877
27-11-2025,27.6861,141877
26-11-2025,27.7492,141877
25-11-2025,27.4019,141877
24-11-2025,27.4433,141877
21-11-2025,27.583,141877
20-11-2025,27.7147,141877
19-11-2025,27.6044,141877
18-11-2025,27.468,141877
17-11-2025,27.6339,141877
14-11-2025,27.5389,141877
13-11-2025,27.4999,141877
12-11-2025,27.5223,141877
11-11-2025,27.2612,141877
10-11-2025,27.1434,141877
07-11-2025,27.1202,141877
06-11-2025,27.0699,141877
04-11-2025,27.2278,141877
03-11-2025,27.4353,141877
31-10-2025,27.3639,141877
30-10-2025,27.5386,141877
29-10-2025,27.6967,141877
28-10-2025,27.5558,141877
27-10-2025,27.5804,141877
24-10-2025,27.4178,141877
23-10-2025,27.5387,141877
20-10-2025,27.4789,141877
17-10-2025,27.319,141877
16-10-2025,27.258,141877
15-10-2025,27.0085,141877
14-10-2025,26.7659,141877
13-10-2025,26.8705,141877
10-10-2025,26.9319,141877
09-10-2025,26.8177,141877
