date,nav,scheme_code
13-02-2026,183.1118,118778
12-02-2026,185.1505,118778
11-02-2026,186.4321,118778
10-02-2026,186.5998,118778
09-02-2026,185.2055,118778
06-02-2026,181.5471,118778
05-02-2026,182.148,118778
04-02-2026,183.5416,118778
03-02-2026,182.3435,118778
02-02-2026,177.0445,118778
30-01-2026,179.1761,118778
29-01-2026,177.2533,118778
28-01-2026,177.3411,118778
27-01-2026,174.8238,118778
23-01-2026,173.8018,118778
22-01-2026,176.8101,118778
21-01-2026,174.7731,118778
20-01-2026,176.1113,118778
19-01-2026,179.7387,118778
16-01-2026,181.5063,118778
14-01-2026,182.0768,118778
13-01-2026,181.7104,118778
12-01-2026,181.087,118778
09-01-2026,182.1833,118778
08-01-2026,184.54,118778
07-01-2026,187.7981,118778
06-01-2026,187.6506,118778
05-01-2026,188.4951,118778
02-01-2026,188.2703,118778
01-01-2026,186.9062,118778
31-12-2025,187.0214,118778
30-12-2025,185.0574,118778
29-12-2025,185.5485,118778
26-12-2025,186.524,118778
24-12-2025,186.7985,118778
23-12-2025,187.2884,118778
22-12-2025,187.055,118778
19-12-2025,185.2876,118778
18-12-2025,183.5789,118778
17-12-2025,184.298,118778
16-12-2025,185.2962,118778
15-12-2025,186.4022,118778
12-12-2025,185.8275,118778
11-12-2025,184.5814,118778
10-12-2025,183.6915,118778
09-12-2025,184.4197,118778
08-12-2025,182.8301,118778
05-12-2025,185.9891,118778
04-12-2025,186.9294,118778
03-12-2025,187.2842,118778
02-12-2025,188.6621,118778
01-12-2025,189.2635,118778
28-11-2025,189.3305,118778
27-11-2025,189.7141,118778
26-11-2025,190.3052,118778
25-11-2025,188.4339,118778
24-11-2025,188.3801,118778
21-11-2025,188.9393,118778
20-11-2025,191.2593,118778
19-11-2025,191.1666,118778
18-11-2025,191.5697,118778
17-11-2025,192.215,118778
14-11-2025,191.0051,118778
13-11-2025,190.8692,118778
12-11-2025,191.2317,118778
11-11-2025,189.7367,118778
10-11-2025,189.7707,118778
07-11-2025,189.4168,118778
06-11-2025,189.8565,118778
04-11-2025,192.7484,118778
03-11-2025,193.607,118778
31-10-2025,192.2278,118778
30-10-2025,193.2111,118778
29-10-2025,193.4264,118778
28-10-2025,192.1699,118778
27-10-2025,192.1937,118778
24-10-2025,191.3376,118778
23-10-2025,191.8987,118778
20-10-2025,190.8094,118778
17-10-2025,190.2143,118778
16-10-2025,190.2517,118778
15-10-2025,188.8273,118778
14-10-2025,187.6021,118778
13-10-2025,188.9801,118778
10-10-2025,189.4229,118778
09-10-2025,188.5156,118778
08-10-2025,188.356,118778
07-10-2025,189.0718,118778
06-10-2025,189.2893,118778
03-10-2025,189.0205,118778
01-10-2025,187.4886,118778
30-09-2025,186.0526,118778
26-09-2025,186.593,118778
25-09-2025,189.7579,118778
24-09-2025,190.8658,118778
23-09-2025,191.6828,118778
22-09-2025,192.4025,118778
19-09-2025,193.5661,118778
