date,nav,scheme_code
13-02-2026,92.0658,122639
12-02-2026,93.0507,122639
11-02-2026,93.8017,122639
10-02-2026,94.1421,122639
09-02-2026,94.1506,122639
06-02-2026,93.7911,122639
05-02-2026,93.5631,122639
04-02-2026,94.0867,122639
03-02-2026,94.1941,122639
02-02-2026,93.1373,122639
30-01-2026,93.5212,122639
29-01-2026,93.9598,122639
28-01-2026,93.7598,122639
27-01-2026,93.1653,122639
23-01-2026,92.9409,122639
22-01-2026,93.3387,122639
21-01-2026,92.664,122639
20-01-2026,92.76,122639
19-01-2026,93.8504,122639
16-01-2026,93.8469,122639
14-01-2026,93.8527,122639
13-01-2026,94.1783,122639
12-01-2026,94.329,122639
09-01-2026,94.1439,122639
08-01-2026,94.7123,122639
07-01-2026,95.1942,122639
06-01-2026,95.3244,122639
05-01-2026,95.3229,122639
02-01-2026,95.2985,122639
01-01-2026,94.9335,122639
31-12-2025,95.1709,122639
30-12-2025,94.6116,122639
29-12-2025,94.7304,122639
26-12-2025,95.0482,122639
24-12-2025,95.3441,122639
23-12-2025,95.3305,122639
22-12-2025,94.9471,122639
19-12-2025,94.4162,122639
18-12-2025,94.1703,122639
17-12-2025,94.1026,122639
16-12-2025,94.4339,122639
15-12-2025,94.6742,122639
12-12-2025,94.7577,122639
11-12-2025,94.735,122639
10-12-2025,94.5178,122639
09-12-2025,94.5666,122639
08-12-2025,94.8059,122639
05-12-2025,95.3718,122639
04-12-2025,94.946,122639
03-12-2025,94.8473,122639
02-12-2025,94.7524,122639
01-12-2025,94.9398,122639
28-11-2025,95.0019,122639
27-11-2025,94.8564,122639
26-11-2025,94.9954,122639
25-11-2025,94.3884,122639
24-11-2025,94.4233,122639
21-11-2025,94.4109,122639
20-11-2025,94.418,122639
19-11-2025,94.3086,122639
18-11-2025,94.0629,122639
17-11-2025,94.5101,122639
14-11-2025,94.2899,122639
13-11-2025,94.0058,122639
12-11-2025,94.1707,122639
11-11-2025,94.1798,122639
10-11-2025,94.0765,122639
07-11-2025,93.5428,122639
06-11-2025,93.779,122639
04-11-2025,93.8341,122639
03-11-2025,94.4577,122639
31-10-2025,94.4065,122639
30-10-2025,94.8012,122639
29-10-2025,95.6324,122639
28-10-2025,95.5012,122639
27-10-2025,95.7732,122639
24-10-2025,95.2526,122639
23-10-2025,95.3362,122639
20-10-2025,94.8065,122639
17-10-2025,94.5532,122639
16-10-2025,94.126,122639
15-10-2025,93.4655,122639
14-10-2025,93.2029,122639
13-10-2025,93.3867,122639
10-10-2025,93.2169,122639
09-10-2025,93.1663,122639
08-10-2025,93.0302,122639
07-10-2025,93.1978,122639
06-10-2025,93.0072,122639
03-10-2025,92.6404,122639
01-10-2025,92.4742,122639
30-09-2025,92.0956,122639
26-09-2025,92.6094,122639
25-09-2025,93.1763,122639
24-09-2025,93.797,122639
23-09-2025,94.0097,122639
22-09-2025,94.0936,122639
19-09-2025,94.376,122639
18-09-2025,94.7084,122639
17-09-2025,94.5223,122639
16-09-2025,94.3948,122639
15-09-2025,93.7345,122639
12-09-2025,93.617,122639
11-09-2025,93.3468,122639
10-09-2025,93.0835,122639
09-09-2025,93.063,122639
08-09-2025,92.529,122639
05-09-2025,92.513,122639
04-09-2025,92.4828,122639
03-09-2025,92.1782,122639
02-09-2025,91.3431,122639
01-09-2025,91.5207,122639
29-08-2025,91.0737,122639
28-08-2025,91.1734,122639
26-08-2025,91.5915,122639
25-08-2025,92.2707,122639
22-08-2025,92.1604,122639
21-08-2025,92.3056,122639
20-08-2025,92.3051,122639
19-08-2025,92.4207,122639
18-08-2025,92.9416,122639
14-08-2025,92.2337,122639
13-08-2025,92.015,122639
12-08-2025,91.7307,122639
11-08-2025,91.6273,122639
08-08-2025,91.1563,122639
07-08-2025,91.5052,122639
06-08-2025,91.368,122639
05-08-2025,91.5126,122639
04-08-2025,91.6751,122639
01-08-2025,91.3302,122639
31-07-2025,92.1602,122639
30-07-2025,91.9115,122639
29-07-2025,91.8916,122639
28-07-2025,91.5833,122639
25-07-2025,92.0559,122639
24-07-2025,92.5071,122639
23-07-2025,92.8129,122639
22-07-2025,92.4745,122639
21-07-2025,92.5354,122639
18-07-2025,91.9428,122639
17-07-2025,92.3343,122639
16-07-2025,92.4085,122639
15-07-2025,92.4187,122639
14-07-2025,92.3162,122639
11-07-2025,92.1021,122639
10-07-2025,92.4306,122639
09-07-2025,92.744,122639
08-07-2025,92.484,122639
07-07-2025,92.6536,122639
04-07-2025,92.612,122639
03-07-2025,92.4553,122639
02-07-2025,92.5393,122639
01-07-2025,92.6786,122639
30-06-2025,92.903,122639
27-06-2025,93.166,122639
26-06-2025,92.6711,122639
25-06-2025,91.9789,122639
24-06-2025,91.4839,122639
23-06-2025,91.2091,122639
20-06-2025,91.4295,122639
19-06-2025,90.8546,122639
18-06-2025,90.9944,122639
17-06-2025,91.0434,122639
16-06-2025,91.2972,122639
13-06-2025,90.6725,122639
12-06-2025,91.0594,122639
11-06-2025,91.8034,122639
10-06-2025,91.9973,122639
09-06-2025,91.8572,122639
06-06-2025,91.4036,122639
05-06-2025,90.2215,122639
04-06-2025,89.8926,122639
03-06-2025,89.4701,122639
02-06-2025,89.9823,122639
30-05-2025,89.7841,122639
29-05-2025,89.9176,122639
28-05-2025,89.8449,122639
27-05-2025,90.1335,122639
26-05-2025,90.3489,122639
23-05-2025,90.0638,122639
22-05-2025,89.4835,122639
21-05-2025,89.8657,122639
20-05-2025,89.6835,122639
19-05-2025,90.6981,122639
16-05-2025,90.2896,122639
15-05-2025,89.996,122639
14-05-2025,89.2176,122639
13-05-2025,88.874,122639
12-05-2025,89.5367,122639
09-05-2025,86.8646,122639
08-05-2025,87.831,122639
07-05-2025,88.0446,122639
06-05-2025,87.785,122639
05-05-2025,88.0615,122639
02-05-2025,87.9847,122639
30-04-2025,87.4119,122639
29-04-2025,87.5196,122639
28-04-2025,87.8113,122639
25-04-2025,87.2934,122639
24-04-2025,87.8632,122639
23-04-2025,87.7517,122639
22-04-2025,87.1201,122639
21-04-2025,86.6029,122639
17-04-2025,85.9851,122639
16-04-2025,85.2456,122639
15-04-2025,85.4091,122639
11-04-2025,84.3987,122639
09-04-2025,83.5909,122639
08-04-2025,82.6208,122639
07-04-2025,82.0594,122639
04-04-2025,83.6171,122639
03-04-2025,84.5849,122639
02-04-2025,85.1159,122639
01-04-2025,84.9643,122639
31-03-2025,85.8434,122639
28-03-2025,85.8371,122639
27-03-2025,86.4471,122639
26-03-2025,86.3858,122639
25-03-2025,86.9378,122639
24-03-2025,86.9302,122639
21-03-2025,85.8483,122639
20-03-2025,85.2293,122639
19-03-2025,84.7678,122639
18-03-2025,84.2963,122639
17-03-2025,83.7786,122639
13-03-2025,83.0488,122639
12-03-2025,83.5579,122639
11-03-2025,83.2603,122639
10-03-2025,83.337,122639
07-03-2025,83.8166,122639
06-03-2025,83.8674,122639
05-03-2025,83.7353,122639
04-03-2025,82.6843,122639
03-03-2025,82.891,122639
28-02-2025,83.4913,122639
27-02-2025,84.1972,122639
25-02-2025,84.2928,122639
24-02-2025,84.5628,122639
21-02-2025,85.1573,122639
20-02-2025,85.9271,122639
